Date,Open,High,Low,Close,Volume
2009-12-31,6.5210522645368805,6.527783260811455,6.442418851785974,6.447620391845703,352410800
2010-01-04,6.530230948649312,6.562969236234056,6.498104606944979,6.547976970672607,493729600
2010-01-05,6.5660275343512104,6.596318031811488,6.524722013444642,6.559296131134033,601904800
2010-01-06,6.559298012828056,6.5853053060285545,6.448232687442413,6.454963684082031,552160000
2010-01-07,6.478828851912439,6.486478175573049,6.396218198920884,6.443030834197998,477131200
2010-01-08,6.434462013904571,6.48647658502502,6.396522603376884,6.485864639282227,447610800
2010-01-11,6.51095409161309,6.517073549505223,6.377859150527502,6.428649425506592,462229600
2010-01-12,6.400499416175007,6.41824543302633,6.315746978981796,6.355522632598877,594459600
2010-01-13,6.360112936644462,6.45373818847963,6.244763609956587,6.445171356201172,605892000
2010-01-14,6.42864981620906,6.439358459662575,6.395299585687145,6.407844066619873,432894000
2010-01-15,6.453738268744064,6.4742380438022025,6.298919663459128,6.300755500793457,594067600
2010-01-19,6.374186818924874,6.584079300892914,6.340836593866605,6.579489707946777,730007600
2010-01-20,6.575513514649174,6.595094963982207,6.409985845985071,6.478216171264648,612152800
2010-01-21,6.488925642540094,6.526559498466099,6.339920492098475,6.3662333488464355,608154400
2010-01-22,6.326762997735506,6.348792229461176,6.032423604837043,6.050475597381592,881767600
2010-01-25,6.196116560080665,6.26312300320056,6.125132468545216,6.213250637054443,1065699600
2010-01-26,6.301366649425056,6.538796270684917,6.198256249908636,6.301060676574707,1867110000
2010-01-27,6.328903998426991,6.443029431546474,6.104937161013937,6.360418796539307,1722568400
2010-01-28,6.2701588111905275,6.28759885675256,6.079541793013383,6.097593784332275,1173502400
2010-01-29,6.152362430021126,6.186630579431951,5.821001525242118,5.8763813972473145,1245952400
2010-02-01,5.885865177316338,5.996930875904005,5.853126897883373,5.958073139190674,749876400
2010-02-02,5.9941770353189545,6.006721514057722,5.91676753585154,5.992647171020508,698342400
2010-02-03,5.9715362990203005,6.125437401200423,5.948589148306506,6.095758438110352,615328000
2010-02-04,6.019266831454021,6.069445158503429,5.861388501148485,5.87607479095459,757652000
2010-02-05,5.8938203917195775,5.9969307944421235,5.839358448189615,5.980408668518066,850306800
2010-02-08,5.9874471404313505,6.054453574974193,5.935738534665235,5.939410209655762,478270800
2010-02-09,6.0097821198112165,6.042826376463641,5.958685870310843,6.002745151519775,632886800
2010-02-10,5.9935650822248085,6.015288746727523,5.9436927316823,5.970005989074707,370361600
2010-02-11,5.962664783223734,6.111670351188496,5.937575408252337,6.078625679016113,550345600
2010-02-12,6.061490039914869,6.169496019194501,5.981633158048619,6.13094425201416,655468800
2010-02-16,6.178675415372605,6.232219447491945,6.165824962046357,6.22334623336792,543737600
2010-02-17,6.2475183471328055,6.251190022332457,6.145631811394034,6.19734001159668,436396800
2010-02-18,6.169191066703987,6.238339317350119,6.14746780490562,6.2089667320251465,422825200
2010-02-19,6.17622745589709,6.217227006420885,6.1532798974984235,6.170413970947266,415469600
2010-02-22,6.190914345277817,6.1958099120250765,6.094535325992591,6.132168769836426,390563600
2010-02-23,6.119317134439458,6.160010708153942,5.988057635925221,6.02936315536499,575094800
2010-02-24,6.06516086364612,6.1633761051599105,6.053228331101042,6.139510631561279,460566400
2010-02-25,6.0391547914901444,6.206823849140713,6.0241621199681425,6.180510997772217,665126000
2010-02-26,6.192137705244269,6.277502100526474,6.180511143726477,6.260673999786377,507460800
2010-03-01,6.295247405137871,6.409984776844554,6.2860686278257525,6.394380569458008,550093600
2010-03-02,6.423142352801135,6.450679506690971,6.3561359183326225,6.3900980949401855,566546400
2010-03-03,6.392851191771931,6.42130585296478,6.36225472039124,6.404783725738525,372052800
2010-03-04,6.403253873783365,6.453432201327763,6.383366044794645,6.447007179260254,366041200
2010-03-05,6.576432046759074,6.722071489744891,6.56694688561105,6.699124336242676,899620400
2010-03-08,6.731555273581189,6.734003056602431,6.677705272639424,6.703100204467773,429889600
2010-03-09,6.679541818033686,6.884232792783025,6.66669095580979,6.8236517906188965,920259200
2010-03-10,6.848434388813701,6.89891909908319,6.82915850508555,6.879336833953857,596218000
2010-03-11,6.850882489273987,6.899531364440918,6.832830496280287,6.899531364440918,405700400
2010-03-12,6.956747946692496,6.967762155704904,6.907181146576423,6.933188438415527,416323600
2010-03-15,6.895860067751925,6.899531742835107,6.738899226014519,6.848741054534912,493502800
2010-03-16,6.859143124856536,6.883620138126333,6.808046879658328,6.867403984069824,446908000
2010-03-17,6.881173459097833,6.92859803736171,6.831301097412556,6.857308387756348,450956800
2010-03-18,6.856696087351974,6.884232832401677,6.811106940502909,6.873524188995361,342109600
2010-03-19,6.877806740122314,6.891575110505904,6.768882851493678,6.80009126663208,559445600
2010-03-22,6.745630971513247,6.914829921735159,6.735840245971478,6.876584529876709,456419600
2010-03-23,6.903815002047261,6.999888043972076,6.856695991299,6.987037181854248,602431200
2010-03-24,6.9650084301044926,7.043335865812019,6.961030373523081,7.017940521240234,597780400
2010-03-25,7.065366210380755,7.066896483773302,6.922480506802293,6.934718608856201,542284400
2010-03-26,7.005089560835401,7.096879804128538,6.992851460875563,7.06475305557251,640875200
2010-03-29,7.129006444330632,7.155625682893116,7.086782993579914,7.110342502593994,540744400
2010-03-30,7.239153634893289,7.266078435588096,7.167252039228096,7.216206073760986,527310000
2010-03-31,7.205191161841727,7.239459309475704,7.17367636178724,7.19019889831543,430659600
2010-04-01,7.26393844363653,7.304326061027166,7.12135829932621,7.219879150390625,603145200
2010-04-05,7.189585346615041,7.297590896161141,7.183159508669732,7.296978950500488,684507600
2010-04-06,7.28810725920474,7.350524092083295,7.251391330979055,7.32910680770874,447017200
2010-04-07,7.3294121444428475,7.401926488519537,7.302180967742086,7.361538887023926,628502000
2010-04-08,7.356642269011079,7.390298462607812,7.28321042534241,7.341650009155273,572989200
2010-04-09,7.386934535238819,7.401008470715913,7.357255574357538,7.397948741912842,334182800
2010-04-12,7.410493420791278,7.437112653585372,7.398560886646908,7.413247585296631,333026400
2010-04-13,7.40009239495083,7.428853034257374,7.377144832988359,7.417532444000244,306210800
2010-04-14,7.504734186745929,7.520950347272668,7.467711862173749,7.517278671264648,404076400
2010-04-15,7.52003073110217,7.619469896735703,7.5117698700084174,7.616104602813721,376784800
2010-04-16,7.605395331413295,7.6840291555515385,7.482397471213886,7.5695977210998535,750545600
2010-04-19,7.558276802504406,7.584589658552875,7.397338302752948,7.559500694274902,566924400
2010-04-20,7.604476120938593,7.626199787441555,7.433747334806809,7.483619689941406,738326400
2010-04-21,7.918398754328166,7.962763607595294,7.824467099013007,7.931249618530273,982391200
2010-04-22,7.901263737673815,8.161640552191763,7.838846082073022,8.15307331085205,793424800
2010-04-23,8.199580373954758,8.327780161563082,8.169289464874645,8.286474227905273,796955600
2010-04-26,8.318599899077102,8.336345508252327,8.205698771310203,8.245779991149902,479068800
2010-04-27,8.177550599361437,8.19499064701979,7.971024192206661,8.01753044128418,709343600
2010-04-28,8.054550760263117,8.077498314710722,7.845270240205331,8.004066467285156,758402400
2010-04-29,8.047513563655823,8.261077697366753,8.016610716265925,8.219466209411621,558840800
2010-04-30,8.239967392591067,8.278519158845809,7.985709237337927,7.988463401794434,542463600
2010-05-03,8.072603563166163,8.196213334684245,8.043230984637956,8.14940071105957,454342000
2010-05-04,8.04353751477433,8.055776431054344,7.855674234961656,7.9147257804870605,723819600
2010-05-05,7.741853885863315,7.898202330517207,7.610288015722455,7.832419395446777,883103200
2010-05-06,7.766331085600247,7.901567816104712,6.096369275514166,7.5344085693359375,1285860800
2010-05-07,7.456695140418854,7.544200938093774,6.890657535033795,7.2165117263793945,1676018400
2010-05-10,7.656796425258218,7.791421230603911,7.604169904486188,7.771227836608887,984306400
2010-05-11,7.705445522730388,7.951748412116527,7.6644459685678115,7.848637580871582,848906800
2010-05-12,7.9318627328091225,8.050883371128624,7.915340190686925,8.019062995910645,654379600
2010-05-13,8.053633134091488,8.1080954872298,7.844964541553466,7.904934406280518,599712400
2010-05-14,7.8070260508923495,7.847413659061338,7.633849464346617,7.766026496887207,759362800
2010-05-17,7.792952654150228,7.8382350151318185,7.5790820631760845,7.778265953063965,762834800
2010-05-18,7.8627131031770805,7.910749630666022,7.657103366441995,7.7213568687438965,782678400
2010-05-19,7.633848761999742,7.738489039303212,7.491575044760982,7.5983567237854,1025726800
2010-05-20,7.400703717982058,7.460978339470326,7.227220752398596,7.2746453285217285,1282915200
2010-05-21,7.123498689404091,7.480866918357678,7.078521892094738,7.414166450500488,1223891200
2010-05-24,7.56592460969915,7.6766843476591475,7.534716191138478,7.550014019012451,754238800
2010-05-25,7.323292486645757,7.550013064661818,7.2562864730354555,7.502894878387451,1048006400
2010-05-26,7.651595245512118,7.714317645862472,7.4579188983680185,7.46893310546875,850654000
2010-05-27,7.667503175115599,7.768166189887923,7.621914450671724,7.751643657684326,666282400
2010-05-28,7.936447752582395,7.936754133932484,7.751644241326978,7.859650611877441,815614800
2010-06-01,7.945630608627637,8.136859229394245,7.923294989378832,7.980510711669922,876472800
2010-06-02,8.09402073295309,8.101976027467762,7.965209015948106,8.075968742370605,688548000
2010-06-03,8.113603903085497,8.124924491882204,7.96765768927759,8.05057430267334,650106800
2010-06-04,7.90034428889852,8.013246232269125,7.790808455513491,7.831502437591553,758304400
2010-06-07,7.90279466757178,7.9291075252911725,7.665977314062739,7.677909851074219,886942000
2010-06-08,7.748278894427906,7.7654125564221,7.516050819869328,7.628646373748779,1000770400
2010-06-09,7.694125509869077,7.707281937874345,7.419368343926352,7.441092014312744,854630000
2010-06-10,7.491267181488203,7.6791304136554945,7.410491988560321,7.664750099182129,776356000
